codice,denominazione,area,parent_codice,coverage,needs_reviewer,file_fonte
111106,Regolamentazione dell'esercizio della responsabilita' genitoriale (contenzioso),Contenzioso civile,111,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
111107,Regolamentazione dell'esercizio della responsabilita' genitoriale (ricorso congiunto),Contenzioso civile,111,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
111108,Modifica condizioni regolamentaz. esercizio responsabilita' genitoriale (contenzioso),Contenzioso civile,111,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
111109,Modifica condizioni regolamentaz. esercizio responsabilita' genitoriale (ricorso congiunto),Contenzioso civile,111,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
111110,Azione di dichiarazione giudiziale di paternita' o maternita' riguardante minori (art.274 Cod. Civ.) (contenzioso),Contenzioso civile,111,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
111111,Impugnazione di riconoscimento di paternita' o maternita' riguardante minori (artt.74 e 264 Cod. Civ.) (contenzioso),Contenzioso civile,111,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
111201,Matrimonio (promessa di matrimonio ex artt. 79-81 c.c. - opposizione al matrimonio ex artt. 102 - 104 c.c. - impugnazione del matrimonio ex artt. 117 e ss. c.c.),Contenzioso civile,111,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
111211,Regime Patrimoniale: della famiglia ex artt. 159 e ss. c.c.,Contenzioso civile,111,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
111212,Regime Patrimoniale della famiglia di fatto,Contenzioso civile,111,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
111213,Attribuzione di quota di pensione e di indennita' di fine rapporto lavorativo,Contenzioso civile,111,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
111214,Fondo patrimoniale (artt. 167 e ss. c.c.),Contenzioso civile,111,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
111215,Sostituzione dell'amministratore del patrimonio familiare,Contenzioso civile,111,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
111216,Sequestro dei beni del coniuge separato (art. 156 c.c.),Contenzioso civile,111,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
111217,Fondo di solidarieta' a tutela del coniuge in stato di bisogno,Contenzioso civile,111,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
111301,Alimenti,Contenzioso civile,111,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
111401,Mutamento di sesso,Contenzioso civile,111,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
111402,Stato civile (rettifica del nome e altri atti dello Stato civile),Contenzioso civile,111,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
111403,Dichiarazione di assenza o di morte presunta (COLLEGIO),Contenzioso civile,111,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
111404,Adozione di maggiorenni,Contenzioso civile,111,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
111501,Esecutorieta sentenza Sacra Rota nullita di matrimonio (L. 121/85),Contenzioso civile,111,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
111502,Accertamento dei requisiti sentenza straniera di divorzio (art. 67 L. 218/95),Contenzioso civile,111,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
111503,Istanza per la nomina del curatore speciale del minore,Contenzioso civile,111,curata,False,XSD_SIGP_20241128/schema/base_v2/tipi-base.xsd
111504,"Matrimonio (pubbl.ni matrimoniali ex artt. 93 e ss. cc, nulla osta al matrim.)",Contenzioso civile,111,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
111601,Misure di protezione contro gli abusi familiari (art. 473 bis.71 c.p.c.),Contenzioso civile,111,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
111602,"Ricorso per violenza domestica o di genere ex artt. 473 bis.40, 473 bis. 41, 73 bis.42",Contenzioso civile,111,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
111604,Istanza per la nomina del curatore speciale del minore,Contenzioso civile,111,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
111999,"Altri istituti di diritto di famiglia (es.: mantenimento figli naturali e legittimi, etc.)",Contenzioso civile,111,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
112001,Deprecato per iscrizione in secondo grado - Interdizione di minori,Contenzioso civile,112,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
112002,Deprecato per iscrizione in secondo grado - Inabilitazione di minori,Contenzioso civile,112,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
112102,Riconoscimento di figlio naturale (art. 250 c.c.),Contenzioso civile,112,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
112103,Dich. Giudiziale di paternita/maternita naturale di minorenne - merito (art. 269 c.p.c.),Contenzioso civile,112,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
112104,Regolamentazione rapporti con gli ascendenti (art. 317-bis Cod. Civ.),Contenzioso civile,112,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
112105,Controllo della responsabilita' genitoriale sui figli (art. 330 - 333 Cod. Civ.),Contenzioso civile,112,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
112106,Convalida del provvedimento ex art. 403 CC,Contenzioso civile,112,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
112107,Affidamento minori (post Riforma Cartabia),Contenzioso civile,112,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
112108,Istanza ex art. 473 bis.69 Cpc (Ordini di protezione contro gli abusi familiari su soggetto minore),Contenzioso civile,112,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
112109,Provvedimenti indifferibili (Art. 473 bis.15 C.p.c.),Contenzioso civile,112,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
112110,Attuazione dei provvedimenti sull'affidamento (Art. 473 bis.38 Cpc),Contenzioso civile,112,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
112111,Provvedimenti in caso di inadempienze o violazioni (Art. 473 bis.39 C.p.c.),Contenzioso civile,112,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
112202,"Disconoscimento di figlio naturale (art. 250, 233, 244 c.c.)",Contenzioso civile,112,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
112999,Altri procedimenti in materia minorile,Contenzioso civile,112,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
118001,Controversie di competenza del TSAP ex art. 142 rd 1775/1933,Tribunale Superiore delle Acque Pubbliche,118,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
118002,Controversie di competenza del TSAP ex art. 143 rd 1775/1933,Tribunale Superiore delle Acque Pubbliche,118,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
118003,Revocazione ex art. 199 rd 1775/1933,Tribunale Superiore delle Acque Pubbliche,118,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
118004,Rettificazione sentenza ex art. 204 rd 1775/1933,Tribunale Superiore delle Acque Pubbliche,118,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
118099,Altre controversie di competenza del TSAP,Tribunale Superiore delle Acque Pubbliche,118,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
120001,Cause di impugnazione dei testamenti e di riduzione per lesione di legittima,Contenzioso civile,120,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
120011,Divisione di beni caduti in successione,Contenzioso civile,120,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
129999,Altri istituti relativi alle successioni,Contenzioso civile,129,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
130001,Proprieta,Contenzioso civile,130,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
130011,Superficie,Contenzioso civile,130,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
130021,Enfiteusi,Contenzioso civile,130,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
130031,Usufrutto,Contenzioso civile,130,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
130032,Abitazione - Uso,Contenzioso civile,130,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
130041,Servitu,Contenzioso civile,130,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
130051,"Comunione e Condominio, impugnazione di delibera assembleare - spese condominiali",Contenzioso civile,130,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
130052,tabelle millesimali,Contenzioso civile,130,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
130099,altri rapporti condominiali,Contenzioso civile,130,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
130111,Apposizione di termini,Contenzioso civile,130,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
130121,Controversia in materia di immissioni,Contenzioso civile,130,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
130131,Osservanza distanze riguardo alberi/siepi,Contenzioso civile,130,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
131001,Diritti ed obblighi del possessore non riconducibili alle azioni di reintegrazione e manutenzione),Contenzioso civile,131,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
131002,Usucapione,Contenzioso civile,131,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
131003,Usucapione - 1159 bis,Contenzioso civile,131,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
131011,Divisione di beni non caduti in successione,Contenzioso civile,131,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
131101,Diritti ed obblighi del possessore non riconducibili alle azioni di reintegrazione e manutenzione),Contenzioso civile,131,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
132001,Pegno - Ipoteca - Trascrizione e pubblicita di beni immobili e mobili,Contenzioso civile,132,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
139999,Altri istituti in materia di diritti reali possesso e trascrizioni,Contenzioso civile,139,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140001,Cessione dei crediti,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140002,Arbitraggio - Perizia contrattuale,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140011,Vendita di cose immobili,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140012,Vendita di cose mobili,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140021,Appalto di opere pubbliche,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140022,Appalto: altre ipotesi ex art. 1655 e ss. c.c. (ivi compresa l'azione ex art. 1669 c.c.),Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140031,Somministrazione,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140032,Locazione di beni mobili,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140033,"Spedizione - Trasporto (nazionale, internazionale, terrestre, aereo, marittimo, misto)",Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140034,Mandato,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140035,Agenzia,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140036,Mediazione,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140037,Deposito,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140038,Mutuo,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140039,Transazione,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140041,"Bancari (deposito bancario, cassetta di sicurezza, apertura di credito bancario, anticipazione bancaria, conto corrente bancario, sconto bancario)",Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140051,Assicurazione contro i danni,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140052,Assicurazione sulla vita,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140061,Fideiussione - Polizza fideiussoria,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140101,Promessa di pagamento - Ricognizione di debito,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140102,Titoli di credito,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140111,Indebito soggettivo - Indebito oggettivo,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140112,Arricchimento senza causa,Contenzioso civile,140,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
140999,Altri contratti tipici ed obbligazioni non rientranti nelle altre materie,Contenzioso civile,140,curata,False,XSD_SIGP_20241128/schema/base_v2/tipi-base.xsd
141001,Donazione,Contenzioso civile,141,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
142001,Prestazione d'opera intellettuale,Contenzioso civile,142,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
142002,Responsabilita professionale,Contenzioso civile,142,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
142999,Altri contratti d'opera,Contenzioso civile,142,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
143101,Cessione di azienda,Contenzioso civile,143,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
143102,Concessione di vendita,Contenzioso civile,143,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
143103,Distribuzione,Contenzioso civile,143,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
143104,Licenza d'uso,Contenzioso civile,143,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
143105,Noleggio,Contenzioso civile,143,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
143106,Subfomitura,Contenzioso civile,143,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
143111,Factoring,Contenzioso civile,143,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
143112,Franchising,Contenzioso civile,143,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
143121,Leasing,Contenzioso civile,143,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
143131,Intermediazione finanziaria (S.I.M.) - Contratti di Borsa,Contenzioso civile,143,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
143999,Altri contratti atipici,Contenzioso civile,143,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
144001,"Cessazione del contratto di locazione alla scadenza, uso abitativo",Contenzioso civile,144,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
144002,"Cessazione del contratto di locazione alla scadenza, uso diverso",Contenzioso civile,144,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
144011,Recesso dal contratto del Conduttore uso abitativo,Contenzioso civile,144,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
144012,Recesso dal contratto del Conduttore uso diverso,Contenzioso civile,144,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
144021,Risoluzione del contratto di locazione per inadempimento uso abitativo,Contenzioso civile,144,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
144022,Risoluzione del contratto di locazione per inadempimento uso diverso,Contenzioso civile,144,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
144031,"Cause relative alla validita o efficacia del contratto o di singole clausole (azione di simulazione, nullita, annullamento, etc.)",Contenzioso civile,144,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
144032,Pagamento del corrispettivo - Indennita di avviamento - Ripetizione di indebito - Risarcimento del danno,Contenzioso civile,144,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
144033,"Diritto di prelazione - diritto di riscatto del conduttore (ex L. n. 392/1978, ex L. n.431/1998 e altre leggi speciali)",Contenzioso civile,144,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
144101,Affitto di azienda,Contenzioso civile,144,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
144201,"Opposizione al decreto di graduazione dello sfratto ex art. 6, L. n. 431/1998",Contenzioso civile,144,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
144301,Comodato di immobile urbano,Contenzioso civile,144,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
144401,Occupazione senza titolo di immobile,Contenzioso civile,144,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
144999,Altri istituti del diritto delle locazioni,Contenzioso civile,144,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
145001,solo danni a cose,Contenzioso civile,145,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
145002,lesione personale,Contenzioso civile,145,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
145003,Morte,Contenzioso civile,145,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
145009,Azioni di competenza del Giudice di Pace in materia di risarcimento danno,Contenzioso civile,145,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
145011,"Responsabilita dei genitori, dei tutori e dei maestri (art. 2048 c.c.)",Contenzioso civile,145,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
145012,Responsabilita per l'esercizio di attivita pericolose (art. 2050 c.c.),Contenzioso civile,145,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
145013,Responsabilita ex artt. 2049 - 2051 - 2052 c.c.,Contenzioso civile,145,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
145014,Rovina di edificio (art. 2053c.c.),Contenzioso civile,145,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
145021,Responsabilita del produttore,Contenzioso civile,145,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
145111,Responsabilita civile dei magistrati (cause di cui alla legge n. 117/1988),Contenzioso civile,145,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
145999,Altre ipotesi di responsabilita Extracontrattuale non ricomprese nelle altre materie (art. 2043 c.c. e norme speciali),Contenzioso civile,145,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
146041,"Contratti bancari (deposito bancario, cassetta di sicurezza, apertura di credito bancario, anticipazione bancaria, conto corrente bancario, sconto bancario) cui non si applica il d.l.vo n. 5/2003",Contenzioso civile,146,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
146231,"Intermed. mobiliare (servizi e contratti di invest.,servizi accessori,fondi di invest., gestione collettiva del risparmio,gestione accentrata di strumenti finan.,vendita di prodotti finanz.,cartolarizzazione di crediti,contratti di borsa)",Contenzioso civile,146,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
146232,Credito per le opere pubbliche (lett. f art. 1 d.l.vo n. 5/2003),Contenzioso civile,146,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
146239,Altri contratti bancari e controversie in genere di cui alla lettera e) art. 1 d.l.vo n. 5/2003,Contenzioso civile,146,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
146331,"Pagamento di somma di danaro o consegna di cosa mobile in materia di controversie promosse da una banca nei confronti di altra banca e di cui alle lettere e), f) art. 1 d.l.vo n. 5/2003",Contenzioso civile,146,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
150001,Associazione - Comitato,Contenzioso civile,150,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
150002,Associazione in partecipazione,Contenzioso civile,150,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
150003,Consorzio,Contenzioso civile,150,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
150004,Fondazione,Contenzioso civile,150,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
150999,Altri istituti relativi alle persone giuridiche,Contenzioso civile,150,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
151110,"Cause di responsabilita contro gli organi amministrativi e di controllo, i direttori generali e i liquidatori delle societa, delle mutue assicuratrici e societa cooperative, e dei consorzi (COLLEGIO) e contro le societa di revisione",Catalogo PST ufficiale,151,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
151111,"Cause di responsabilita proposte dalla L.CA. in societa fiduciarie e di revisione ex art. 2, L. n. 430/1986 (COLLEGIO E RITO DEL LAVORO)",Catalogo PST ufficiale,151,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
151112,"Impugnazione delle deliberazioni dell'assemblea e del consiglio di amministrazione delle societa, delle mutue assicuratrici e societa cooperative, e dei consorzi (COLLEGIO)",Catalogo PST ufficiale,151,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
151120,"Rapporti sociali e cessione di partecipazione nelle societa di fatto, di persone, di capitali, di cooperative e mutue assicuratrici",Catalogo PST ufficiale,151,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
151121,Cause in materia di trasferimento di partecipazioni sociali etc.,Catalogo PST ufficiale,151,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
151122,Cause in materia di patti parasociali,Catalogo PST ufficiale,151,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
151123,Cause in materia di offerte pubbliche etc.,Catalogo PST ufficiale,151,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
151130,Opposizione dei creditori alla fusione delle societa (art. 2503 c.c.),Catalogo PST ufficiale,151,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
151999,Altri istituti di diritto societario,Catalogo PST ufficiale,151,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
152001,Cause di respons. vs gli amministratori delle societa' di persone,Contenzioso civile,152,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
152003,Impugnazione delle delibere di assemblea – societa' di persone,Contenzioso civile,152,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
152004,Cause in materia di rapporti societari – societa' di persone,Contenzioso civile,152,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
152005,Cause in materia di trasferimento di partecipazioni sociali etc. – societa' di persone,Contenzioso civile,152,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
152006,Cause in materia di patti parasociali – societa' di persone,Contenzioso civile,152,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
152110,"Cause di responsabilita contro gli organi amministrativi e di controllo, i direttori generali e i liquidatori delle associazioni in partecipazione e dei consorzi (COLLEGIO)",Contenzioso civile,152,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
152112,Impugnazione delle deliberazioni dell'assemblea e del consiglio di amministrazione delle associazioni in partecipazione e dei consorzi (COLLEGIO),Contenzioso civile,152,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
152999,Altre controversie in materia di societa' di persone,Contenzioso civile,152,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
153110,"Cause di responsabilita contro gli organi aministrativi e di controllo, i liquidatori e i direttori generali di societa, delle mutue assicuratrici e delle societa cooperative e i revisori",Contenzioso civile,153,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
153112,"Impugnazione delle deliberazioni dell'assemblea e del c.d.a. delle societa, delle mutue assicuratrici e delle societa cooperative",Contenzioso civile,153,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
