source,codice,denominazione,categoria,sottocategoria,rito,fase_processuale,termine,giorni,mesi,anni,decorrenza,natura,norma,criticita,classificazione_import,calcolabile_automaticamente,direction,matter_type,term_rule_code,nota_import
pct\data\legal_knowledge_base.full.json,110040,Impugnazione diniego protezione umanitaria da parte del Questore,Contenzioso civile,Stato della persona e diritti della personalità,"Impugnazione, reclamo od opposizione",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_048A2DE26800,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,110041,Convalida del provvedimento del questore di accompagnamento immediato alla frontiera,Contenzioso civile,Stato della persona e diritti della personalità,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_8496D6BAD773,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,110041,Convalida del provvedimento del questore di accompagnamento immediato alla frontiera,Contenzioso civile,Stato della persona e diritti della personalità,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_627DD6591450,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,110041,Convalida del provvedimento del questore di accompagnamento immediato alla frontiera,Contenzioso civile,Stato della persona e diritti della personalità,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_D4274D7ABCF9,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,110044,Reclamo avverso diniego sospensione provvedimento,Contenzioso civile,Stato della persona e diritti della personalità,"Impugnazione, reclamo od opposizione",impugnazione,Termine breve ordinario per appello o revocazione ordinaria,30,,,Dalla notificazione del provvedimento quando il rito lo prevede,termine di impugnazione,c.p.c. artt. 325 e 326,Non usare per ricorso per cassazione o riti speciali senza verifica.,calcolabile_giorni,True,forward,civil,GP_TERM_99B887FB11C0,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,110044,Reclamo avverso diniego sospensione provvedimento,Contenzioso civile,Stato della persona e diritti della personalità,"Impugnazione, reclamo od opposizione",impugnazione,Termine breve per ricorso per cassazione,60,,,Dalla notificazione del provvedimento,termine di impugnazione,c.p.c. art. 325,Applicare solo se il mezzo corretto è il ricorso per cassazione.,calcolabile_giorni,True,forward,civil,GP_TERM_2AA59BCC54A4,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,110044,Reclamo avverso diniego sospensione provvedimento,Contenzioso civile,Stato della persona e diritti della personalità,"Impugnazione, reclamo od opposizione",impugnazione,Termine lungo di impugnazione,,6,,Dalla pubblicazione del provvedimento,termine lungo,c.p.c. art. 327,"Verificare esclusioni, decorrenze speciali e sospensione feriale.",calcolabile_mesi,True,forward,civil,GP_TERM_E0902C662561,Importabile come template mesi se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,110044,Reclamo avverso diniego sospensione provvedimento,Contenzioso civile,Stato della persona e diritti della personalità,"Impugnazione, reclamo od opposizione",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_412C059A13E2,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,110044,Reclamo avverso diniego sospensione provvedimento,Contenzioso civile,Stato della persona e diritti della personalità,"Impugnazione, reclamo od opposizione",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_37CF42B48011,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,110045,Convalida dei provvedimenti di trattenimento per i cittadini comunitari,Contenzioso civile,Stato della persona e diritti della personalità,"Procedimento immigrazione, protezione internazionale o cittadinanza",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_B6C11EEFAB9F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,110045,Convalida dei provvedimenti di trattenimento per i cittadini comunitari,Contenzioso civile,Stato della persona e diritti della personalità,"Procedimento immigrazione, protezione internazionale o cittadinanza",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_32A139C394ED,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,110045,Convalida dei provvedimenti di trattenimento per i cittadini comunitari,Contenzioso civile,Stato della persona e diritti della personalità,"Procedimento immigrazione, protezione internazionale o cittadinanza",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_D7C8230AEBC3,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,110999,Altri istituti relativi allo stato della persona ed ai diritti della personalita,Contenzioso civile,Stato della persona e diritti della personalità,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_3F55D3AFFF72,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,110999,Altri istituti relativi allo stato della persona ed ai diritti della personalita,Contenzioso civile,Stato della persona e diritti della personalità,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_56DF525214BF,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,110999,Altri istituti relativi allo stato della persona ed ai diritti della personalita,Contenzioso civile,Stato della persona e diritti della personalità,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_7A9B34E34872,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111002,Separazione giudiziale,Separazione coniugale contenziosa,Separazione personale dei coniugi - rito unificato persone e famiglia (post-Cartabia),Rito unificato persone e famiglia ex artt. 473-bis e ss. c.p.c. (in vigore dal 28/2/2023),costituzione,Costituzione resistente,30,,,prima udienza,perentorio (pena decadenze),art. 473-bis.16 c.p.c.,,calcolabile_giorni,True,backward,civil,GP_TERM_8AE1FFBE346B,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,111002,Separazione giudiziale,Separazione coniugale contenziosa,Separazione personale dei coniugi - rito unificato persone e famiglia (post-Cartabia),Rito unificato persone e famiglia ex artt. 473-bis e ss. c.p.c. (in vigore dal 28/2/2023),deposito,Memoria integrativa ricorrente,20,,,prima udienza,perentorio,art. 473-bis.17 c.p.c.,,calcolabile_giorni,True,backward,civil,GP_TERM_D60987493D2D,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,111002,Separazione giudiziale,Separazione coniugale contenziosa,Separazione personale dei coniugi - rito unificato persone e famiglia (post-Cartabia),Rito unificato persone e famiglia ex artt. 473-bis e ss. c.p.c. (in vigore dal 28/2/2023),deposito,Memoria di replica resistente,10,,,prima udienza,perentorio,art. 473-bis.17 c.p.c.,,calcolabile_giorni,True,backward,civil,GP_TERM_CD26816DA274,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,111002,Separazione giudiziale,Separazione coniugale contenziosa,Separazione personale dei coniugi - rito unificato persone e famiglia (post-Cartabia),Rito unificato persone e famiglia ex artt. 473-bis e ss. c.p.c. (in vigore dal 28/2/2023),udienza,Successive memorie istruttorie,fissati dal giudice,,,udienza,perentorio,art. 473-bis.19 c.p.c.,,informativo_non_calcolabile,False,forward,civil,GP_TERM_36ED665F6F0C,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base.full.json,111002,Separazione giudiziale,Separazione coniugale contenziosa,Separazione personale dei coniugi - rito unificato persone e famiglia (post-Cartabia),Rito unificato persone e famiglia ex artt. 473-bis e ss. c.p.c. (in vigore dal 28/2/2023),deposito,Ricorso per separazione di nuovo,nessuno,,,,imprescrittibile,,,informativo_non_calcolabile,False,forward,civil,GP_TERM_A6FA6F6A6497,Termine imprescrittibile o senza scadenza calcolabile.
pct\data\legal_knowledge_base.full.json,111002,Separazione giudiziale,Separazione coniugale contenziosa,Separazione personale dei coniugi - rito unificato persone e famiglia (post-Cartabia),Rito unificato persone e famiglia ex artt. 473-bis e ss. c.p.c. (in vigore dal 28/2/2023),impugnazione,Reclamo provvedimenti indifferibili,30,,,comunicazione/notifica,perentorio,art. 473-bis.24 c.p.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_E4AE9BAFD8A9,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,111003,Separazione consensuale e divorzio congiunto (Cessazione effetti civili),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_3FD5B6A0052C,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111003,Separazione consensuale e divorzio congiunto (Cessazione effetti civili),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_FE138328CD76,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111003,Separazione consensuale e divorzio congiunto (Cessazione effetti civili),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_CD2FCCFF07BB,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111004,Separazione consensuale e divorzio congiunto (Scioglimento matrimonio),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_75523FDB4E45,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111004,Separazione consensuale e divorzio congiunto (Scioglimento matrimonio),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_5DFF8DB0753C,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111004,Separazione consensuale e divorzio congiunto (Scioglimento matrimonio),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_AB008DB87C61,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111005,Modifica delle condizioni di separazione (contenzioso),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_F3E1E1273B43,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111005,Modifica delle condizioni di separazione (contenzioso),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_351BE344F8D9,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111005,Modifica delle condizioni di separazione (contenzioso),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_51866F7E87B6,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111006,Affidamento e mantenimento dei figli nati fuori dal matrimonio,Persone e famiglia - filiazione fuori matrimonio,"Procedimento per determinazione affidamento, collocamento, mantenimento dei figli di coppie non coniugate",Rito unificato persone e famiglia ex artt. 473-bis e ss. c.p.c. (post-Cartabia - in vigore dal 28/2/2023),costituzione,Costituzione resistente,30,,,prima udienza,perentorio,art. 473-bis.16 c.p.c.,,calcolabile_giorni,True,backward,civil,GP_TERM_57FB7599A396,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,111006,Affidamento e mantenimento dei figli nati fuori dal matrimonio,Persone e famiglia - filiazione fuori matrimonio,"Procedimento per determinazione affidamento, collocamento, mantenimento dei figli di coppie non coniugate",Rito unificato persone e famiglia ex artt. 473-bis e ss. c.p.c. (post-Cartabia - in vigore dal 28/2/2023),deposito,Memoria integrativa ricorrente,20,,,prima udienza,perentorio,art. 473-bis.17 c.p.c.,,calcolabile_giorni,True,backward,civil,GP_TERM_C8795EDC96E9,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,111006,Affidamento e mantenimento dei figli nati fuori dal matrimonio,Persone e famiglia - filiazione fuori matrimonio,"Procedimento per determinazione affidamento, collocamento, mantenimento dei figli di coppie non coniugate",Rito unificato persone e famiglia ex artt. 473-bis e ss. c.p.c. (post-Cartabia - in vigore dal 28/2/2023),deposito,Memoria di replica resistente,10,,,prima udienza,perentorio,art. 473-bis.17 c.p.c.,,calcolabile_giorni,True,backward,civil,GP_TERM_1A1C212618CD,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,111006,Affidamento e mantenimento dei figli nati fuori dal matrimonio,Persone e famiglia - filiazione fuori matrimonio,"Procedimento per determinazione affidamento, collocamento, mantenimento dei figli di coppie non coniugate",Rito unificato persone e famiglia ex artt. 473-bis e ss. c.p.c. (post-Cartabia - in vigore dal 28/2/2023),impugnazione,Reclamo provvedimenti indifferibili,30,,,comunicazione/notifica,perentorio,art. 473-bis.24 c.p.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_C67A7F3C1EAC,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,111010,Modifica delle condizioni di separazione (ricorso congiunto),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_B7B422143BE7,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111010,Modifica delle condizioni di separazione (ricorso congiunto),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_DA413D0B0242,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111010,Modifica delle condizioni di separazione (ricorso congiunto),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_3591A202C641,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111011,Divorzio congiunto,Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_07500B34C1DF,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111011,Divorzio congiunto,Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_E982E7B5A5F5,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111011,Divorzio congiunto,Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_AF2BFDFE946B,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111013,Modifica delle condizioni di divorzio (contenzioso),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_F454BF1913CB,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111013,Modifica delle condizioni di divorzio (contenzioso),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_7C5E035520F9,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111013,Modifica delle condizioni di divorzio (contenzioso),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_58010229BAF3,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111014,Modifica delle condizioni di divorzio (ricorso congiunto),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_3FEA53F8890B,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111014,Modifica delle condizioni di divorzio (ricorso congiunto),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_085E5BBA8D26,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111014,Modifica delle condizioni di divorzio (ricorso congiunto),Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_F011F543C9A4,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111021,Divorzio congiunto - Scioglimento matrimonio,Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",costituzione,Separazione consensuale: termine per chiedere divorzio,180,,,data prima udienza del giudizio di separazione (o comparizione presidente),presupposto temporale,L. 55/2015,,calcolabile_giorni,True,forward,civil,GP_TERM_FD5C9E51A723,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,111021,Divorzio congiunto - Scioglimento matrimonio,Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",udienza,Separazione giudiziale: termine per chiedere divorzio,365,,,data prima udienza del giudizio di separazione,presupposto temporale,L. 55/2015,,calcolabile_giorni,True,forward,civil,GP_TERM_987A2E8CD4F1,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,111021,Divorzio congiunto - Scioglimento matrimonio,Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",adempimento_amministrativo,Annotazione comune,tempestiva dopo passaggio giudicato,,,,amministrativo,,,informativo_non_calcolabile,False,forward,civil,GP_TERM_74D82BBF224A,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base.full.json,111021,Divorzio congiunto - Scioglimento matrimonio,Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",prescrizione_decadenza,Termine richiesta TFR,365,,,sentenza di divorzio passata in giudicato,decadenziale per quota TFR,art. 12-bis L. 898/70,,calcolabile_giorni,True,forward,civil,GP_TERM_500ECD444568,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,111021,Divorzio congiunto - Scioglimento matrimonio,Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_62B78AD23BB1,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,111021,Divorzio congiunto - Scioglimento matrimonio,Contenzioso civile,Famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_034F22958D98,Richiede verifica professionale prima di calcolo automatico.
