source,codice,denominazione,categoria,sottocategoria,rito,fase_processuale,termine,giorni,mesi,anni,decorrenza,natura,norma,criticita,classificazione_import,calcolabile_automaticamente,direction,matter_type,term_rule_code,nota_import
pct\data\legal_knowledge_base_modules\kb_98_set26_p2.json,GUIDA_CONTO_CORRENTE_ORDINARIO_CONTESTAZIONE_DEL_SALDO_APPROVAZIONE_DEL_RENDIC_143065,"Conto corrente ordinario: contestazione del saldo, approvazione del rendiconto e pagamento (artt. 1832-1833 c.c.)",Contratti – conto corrente ordinario (non bancario),,Rito ordinario di cognizione; decreto ingiuntivo se saldo approvato,prescrizione_decadenza,Prescrizione saldo,,,10,,,,,termine_lungo_o_prescrizione,False,forward,civil,GP_TERM_77EF6C67D677,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set26_p2.json,GUIDA_CONTRATTO_DI_COMMISSIONE_RESPONSABILIT_DEL_COMMISSIONARIO_E_RENDICONTO_A_141050,Contratto di commissione: responsabilità del commissionario e rendiconto (artt. 1731-1736 c.c.),Contratti – commissione commerciale,,Rito ordinario di cognizione,prescrizione_decadenza,Prescrizione ordinaria,,,10,,,,,termine_lungo_o_prescrizione,False,forward,civil,GP_TERM_057F46766DD2,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set27_p1.json,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_DIVORZIO_PER_SOPRAVVENIENZE_ART_9_L_898_197_111070,Modifica delle condizioni di divorzio per sopravvenienze (art. 9 L. 898/1970),Persone e famiglia – divorzio – revisione,,Rito unificato 473-bis c.p.c. (Cartabia),generico_da_classificare,Nessun termine – proponibile al ricorrere della sopravvenienza,,,,,,,,informativo_non_calcolabile,False,forward,civil,GP_TERM_7D22FCE755F6,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set27_p1.json,GUIDA_REVISIONE_E_CESSAZIONE_DELL_ASSEGNO_DIVORZILE_ARTT_5_9_L_898_1970_111080,Revisione e cessazione dell'assegno divorzile (artt. 5-9 L. 898/1970),Persone e famiglia – divorzio – assegno,,Rito unificato 473-bis c.p.c. + procedimento camerale,generico_da_classificare,Nessun termine – proponibile al ricorrere della causa,,,,,,,,informativo_non_calcolabile,False,forward,civil,GP_TERM_05EBB999212D,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set27_p1.json,GUIDA_AMMONIMENTO_QUESTORE_VIOLENZA_DOMESTICA_411603,Ammonimento del questore per atti persecutori e violenza domestica (D.L. 93/2013 art. 8 + c.p. 612-bis),Persone e famiglia – violenza domestica – ammonimento,,Procedimento amministrativo davanti al Questore; contestuale ricorso al Giudice civile,generico_da_classificare,Nessun termine – proponibile in qualunque momento,,,,,,,,informativo_non_calcolabile,False,forward,admin,GP_TERM_969D40DC0408,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set27_p1.json,GUIDA_NOMINA_DEL_CURATORE_SPECIALE_DEL_MINORE_IN_CONFLITTO_DI_INTERESSI_CON_I__411604,Nomina del curatore speciale del minore in conflitto di interessi con i genitori (art. 78 c.p.c. + art. 321 c.c.),Persone e famiglia – tutela del minore – curatore speciale,,Procedimento camerale davanti al GIUDICE TUTELARE o Tribunale sezione famiglia,generico_da_classificare,Nessun termine fisso,,,,,,,,informativo_non_calcolabile,False,forward,civil,GP_TERM_B17DAA146116,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set27_p1.json,GUIDA_ORARIO_DI_LAVORO_STRAORDINARIO_NON_PAGATO_TURNI_E_VIOLAZIONI_D_LGS_66_20_220190,"Orario di lavoro: straordinario non pagato, turni e violazioni (D.Lgs. 66/2003)",Lavoro – orario di lavoro,,Rito del lavoro ex artt. 409 e ss. c.p.c.,prescrizione_decadenza,Prescrizione in costanza rapporto,,,5,,,,,termine_lungo_o_prescrizione,False,forward,labor,GP_TERM_E83A03BF6ECB,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set27_p2.json,GUIDA_ESPROPRIAZIONE_PER_PUBBLICA_UTILIT_INDENNIT_ESPROPRIATIVA_E_OPPOSIZIONE__130135,Espropriazione per pubblica utilità: indennità espropriativa e opposizione (DPR 327/2001),Diritti reali – espropriazione per P.U.,,Ricorso al TAR per vizi del procedimento; opposizione alla stima al Tribunale (art. 54 DPR 327/2001),deposito,Ricorso TAR vizi procedimento,60,,,,DECADENZIALE,,,calcolabile_giorni,True,forward,admin,GP_TERM_A14CFBC67DE2,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base_modules\kb_98_set27_p2.json,GUIDA_ESPROPRIAZIONE_PER_PUBBLICA_UTILIT_INDENNIT_ESPROPRIATIVA_E_OPPOSIZIONE__130135,Espropriazione per pubblica utilità: indennità espropriativa e opposizione (DPR 327/2001),Diritti reali – espropriazione per P.U.,,Ricorso al TAR per vizi del procedimento; opposizione alla stima al Tribunale (art. 54 DPR 327/2001),impugnazione,Opposizione stima Corte d'Appello: 30 gg dalla comunicazione dell'indennità,,,,,,,,informativo_non_calcolabile,False,forward,admin,GP_TERM_5B7CF048799B,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set27_p2.json,GUIDA_DENUNCIA_DI_NUOVA_OPERA_E_DANNO_TEMUTO_AZIONE_POSSESSORIA_ANTICIPATORIA__130140,Denuncia di nuova opera e danno temuto – azione possessoria anticipatoria (artt. 1171-1172 c.c.),Diritti reali – azioni possessorie – nunciazione,,Rito ordinario preceduto da MEDIAZIONE OBBLIGATORIA (diritti reali),prescrizione_decadenza,Denuncia nuova opera: 1 ANNO dall'inizio – DECADENZIALE,,,,,,,,informativo_non_calcolabile,False,forward,civil,GP_TERM_BB080EF5089F,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set27_p2.json,GUIDA_FIDEIUSSIONE_ESCUSSIONE_REGRESSO_E_NULLIT_DELLA_FIDEIUSSIONE_OMNIBUS_ART_140080,"Fideiussione: escussione, regresso e nullità della fideiussione omnibus (artt. 1936-1957 c.c.)",Contratti – garanzie personali – fideiussione,,Rito ordinario di cognizione; decreto ingiuntivo se titolo certo,prescrizione_decadenza,Decadenza creditore 1957,,6,,scadenza obbligazione,DECADENZIALE,,,calcolabile_mesi,True,forward,civil,GP_TERM_B7AF48C54824,Importabile come template mesi se evento generatore e' valorizzato.
pct\data\legal_knowledge_base_modules\kb_98_set27_p2.json,GUIDA_CONTRATTO_DI_SPEDIZIONE_RESPONSABILIT_DELLO_SPEDIZIONIERE_E_PERDITA_DELL_141055,Contratto di spedizione: responsabilità dello spedizioniere e perdita della merce (artt. 1737-1741 c.c.),Contratti – spedizione,,Rito ordinario di cognizione; GdP per valori bassi,prescrizione_decadenza,PRESCRIZIONE,,,1,,,art. 1741 c.c.,MASSIMA,termine_lungo_o_prescrizione,False,forward,civil,GP_TERM_11D1BCB3FE8B,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set27_p2.json,GUIDA_MUTUO_TRA_PRIVATI_RESTITUZIONE_INTERESSI_E_INTERESSI_USURARI_ARTT_1813_1_143070,"Mutuo tra privati: restituzione, interessi e interessi usurari (artt. 1813-1822 c.c.)",Contratti – mutuo tra privati,,Rito ordinario; decreto ingiuntivo se prova scritta del mutuo,prescrizione_decadenza,Prescrizione ordinaria,,,10,,,,,termine_lungo_o_prescrizione,False,forward,civil,GP_TERM_174256AF7775,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set27_p3.json,GUIDA_CARTA_DI_CREDITO_E_SERVIZI_DI_PAGAMENTO_CONTESTAZIONE_ADDEBITI_E_RIMBORS_143075,Carta di credito e servizi di pagamento: contestazione addebiti e rimborso (D.Lgs. 11/2010 PSD2),Contratti – servizi di pagamento – carta di credito,,Rito ordinario preceduto da MEDIAZIONE OBBLIGATORIA (contratti bancari),prescrizione_decadenza,Prescrizione,,,10,,,,,termine_lungo_o_prescrizione,False,forward,civil,GP_TERM_4C79DDABEB69,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set27_p3.json,GUIDA_ASSOCIAZIONE_IN_PARTECIPAZIONE_SCIOGLIMENTO_RENDICONTO_E_PARTECIPAZIONE__151115,"Associazione in partecipazione: scioglimento, rendiconto e partecipazione agli utili (artt. 2549-2554 c.c.)",Diritto commerciale – associazione in partecipazione,,Rito ordinario di cognizione; rito del lavoro se l'associato svolge attività lavorativa,prescrizione_decadenza,Prescrizione ordinaria,,,10,,,,,termine_lungo_o_prescrizione,False,forward,labor,GP_TERM_90A0AB828A5E,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set27_p3.json,GUIDA_CONCORDATO_PREVENTIVO_IN_CONTINUIT_AZIENDALE_ARTT_84_120_D_LGS_14_2019_C_152015,Concordato preventivo in continuità aziendale (artt. 84-120 D.Lgs. 14/2019 CCII),Procedure concorsuali – concordato in continuità,,Procedimento speciale davanti al Tribunale fallimentare,generico_da_classificare,Nessun termine fisso – da proporre prima dell'insolvenza se possibile,,,,,,,,informativo_non_calcolabile,False,forward,admin,GP_TERM_EAB5F0F5DE41,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set27_p3.json,GUIDA_COOPERATIVE_ESCLUSIONE_DEL_SOCIO_LAVORATORE_E_CONTESTAZIONI_ARTT_2533_25_154015,Cooperative: esclusione del socio lavoratore e contestazioni (artt. 2533-2534 c.c. + L. 142/2001),Diritto societario – cooperative – socio lavoratore,,Rito del lavoro per la parte lavoristica + rito ordinario (Tribunale Imprese) per la parte societaria,impugnazione,OPPOSIZIONE ESCLUSIONE,30,,,comunicazione,DECADENZIALE,,MASSIMA,calcolabile_giorni,True,forward,labor,GP_TERM_A95608D9AD04,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base_modules\kb_98_set27_p3.json,GUIDA_RESPONSABILIT_DEL_COMMITTENTE_PER_INFORTUNI_NELL_APPALTO_ART_26_D_LGS_81_160185,Responsabilità del committente per infortuni nell'appalto (art. 26 D.Lgs. 81/2008 – DUVRI),Responsabilità civile – sicurezza sul lavoro – appalto,,Rito del lavoro (infortuni dell'appaltato) + rito ordinario (danni al committente per inadempimento appaltatore),prescrizione_decadenza,Prescrizione,,,3,,,art. 2947 c.c.,,termine_lungo_o_prescrizione,False,forward,labor,GP_TERM_50F725FFDB9C,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set27_p4.json,GUIDA_RESPONSABILIT_DEL_GESTORE_DI_PIATTAFORMA_ONLINE_PER_CONTENUTI_ILLECITI_D_160190,Responsabilità del gestore di piattaforma online per contenuti illeciti di terzi (Reg. UE 2022/2065 DSA),Responsabilità civile – piattaforme digitali,,Rito ordinario di cognizione,prescrizione_decadenza,Prescrizione,,,5,,,,,termine_lungo_o_prescrizione,False,forward,civil,GP_TERM_D3BEA7F41104,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set27_p4.json,GUIDA_COSTITUZIONE_DI_PARTE_CIVILE_NEL_PROCESSO_PENALE_E_LIQUIDAZIONE_DEL_DANN_160195,Costituzione di parte civile nel processo penale e liquidazione del danno (artt. 74-89 c.p.p.),Responsabilità civile nel processo penale – parte civile,,Processo penale – rito dibattimentale; eventuale giudizio civile post-penale,costituzione,Costituzione PC: fino alla fine atti preliminari primo grado – DECADENZIALE,,,,,,,,informativo_non_calcolabile,False,forward,penal,GP_TERM_47C450156D45,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set27_p4.json,GUIDA_ISTRUZIONE_PREVENTIVA_PRODUZIONE_ANTICIPATA_DI_PROVE_E_INTERROGATORIO_FO_190030,Istruzione preventiva: produzione anticipata di prove e interrogatorio formale (artt. 692-699 c.p.c.),Misure cautelari – istruzione preventiva,,Procedimento sommario ante causam ex artt. 692-699 c.p.c.,generico_da_classificare,Nessun termine fisso – ante causam o in corso di causa,,,,,,,,informativo_non_calcolabile,False,forward,civil,GP_TERM_A308AB54E2F4,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set27_p4.json,GUIDA_DISTACCO_TRANSNAZIONALE_DI_LAVORATORI_DIRITTI_E_TUTELE_DEL_LAVORATORE_DI_220180,Distacco transnazionale di lavoratori: diritti e tutele del lavoratore distaccato in Italia (D.Lgs. 136/2016),Lavoro – distacco transnazionale,,Rito del lavoro ex artt. 409 e ss. c.p.c.,prescrizione_decadenza,Prescrizione in costanza rapporto,,,5,,,,,termine_lungo_o_prescrizione,False,forward,labor,GP_TERM_394D0770BAB1,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set27_p4.json,GUIDA_FERIE_NON_GODUTE_DIRITTO_ALLA_MONETIZZAZIONE_PRESCRIZIONE_E_RILIQUIDAZIO_220185,"Ferie non godute: diritto alla monetizzazione, prescrizione e riliquidazione (art. 2109 c.c. + D.Lgs. 66/2003)",Lavoro – ferie – crediti retributivi,,Rito del lavoro ex artt. 409 e ss. c.p.c.,prescrizione_decadenza,Prescrizione in costanza rapporto,,,5,,,,,termine_lungo_o_prescrizione,False,forward,labor,GP_TERM_F0E7F1C8BB89,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set27_p5.json,GUIDA_IMPUGNAZIONE_DEL_SILENZIO_INADEMPIMENTO_DELLA_P_A_ART_31_D_LGS_104_2010__240025,Impugnazione del silenzio-inadempimento della P.A. (art. 31 D.Lgs. 104/2010 CPA),Diritto amministrativo – silenzio della P.A.,,Rito speciale del silenzio ex art. 117 CPA – procedimento camerale accelerato,deposito,Ricorso al TAR: dopo la scadenza del termine per provvedere + 1 anno dalla maturazione del silenzio,,,,,,,,informativo_non_calcolabile,False,forward,admin,GP_TERM_6238FF990AC1,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set27_p5.json,GUIDA_ACCESSO_AGLI_ATTI_AMMINISTRATIVI_RICORSO_PER_DINIEGO_ARTT_22_28_L_241_19_240030,Accesso agli atti amministrativi: ricorso per diniego (artt. 22-28 L. 241/1990 + accesso civico FOIA),Diritto amministrativo – accesso agli atti,,Rito speciale ex art. 116 CPA – procedimento camerale accelerato,deposito,Ricorso al TAR: 30 GG dal diniego espresso o dal silenzio-diniego,,,,,,,,informativo_non_calcolabile,False,forward,admin,GP_TERM_61727B9F0057,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set27_p5.json,GUIDA_SOSPENSIONE_DELL_ESECUTIVIT_DELLA_SENTENZA_DI_PRIMO_GRADO_IN_APPELLO_ART_500010,Sospensione dell'esecutività della sentenza di primo grado in appello (art. 283 c.p.c.),Impugnazioni – sospensione esecutoria,,Procedimento incidentale in sede di appello ex art. 283 c.p.c.,impugnazione,Contestuale all'appello o anche successivamente finché l'appello è pendente,,,,,,,,informativo_non_calcolabile,False,forward,civil,GP_TERM_307C9B882495,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set27_p5.json,GUIDA_ESDEBITAZIONE_DEL_DEBITORE_PERSONA_FISICA_POST_LIQUIDAZIONE_CONTROLLATA__512070,Esdebitazione del debitore persona fisica post liquidazione controllata (artt. 278-283 D.Lgs. 14/2019 CCII),Procedure concorsuali – esdebitazione,,Procedimento camerale davanti al Tribunale fallimentare,generico_da_classificare,Da proporre entro 3 anni dall'apertura della liquidazione controllata,,,,,,,,informativo_non_calcolabile,False,forward,admin,GP_TERM_ED99F0E51D47,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set27_p5.json,GUIDA_RISTRUTTURAZIONE_DEI_DEBITI_DEL_DEBITORE_CIVILE_NON_IMPRENDITORE_PIANO_D_620015,Ristrutturazione dei debiti del debitore civile (non imprenditore) – piano del consumatore rifinanziato (artt. 67-83 CCII),Procedure concorsuali – sovraindebitamento – ristrutturazione civile,,Procedimento speciale ex artt. 67-83 D.Lgs. 14/2019 (CCII) + OCC obbligatorio,generico_da_classificare,Nessun termine fisso – proponibile quando insorge il sovraindebitamento,,,,,,,,informativo_non_calcolabile,False,forward,civil,GP_TERM_D30A6CA0032B,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set28.json,GUIDA_SCIOGLIMENTO_DELLA_COMUNIONE_LEGALE_TRA_CONIUGI_E_DIVISIONE_DEI_BENI_ART_130145,Scioglimento della comunione legale tra coniugi e divisione dei beni (artt. 159-230-bis c.c.),Persone e famiglia – regime patrimoniale – comunione legale,,Rito ordinario preceduto da MEDIAZIONE OBBLIGATORIA (diritti reali per gli immobili),prescrizione_decadenza,Imprescrittibile – proponibile in qualunque momento dopo lo scioglimento,,,,,,,,informativo_non_calcolabile,False,forward,civil,GP_TERM_53D5CF9FF262,Termine imprescrittibile o senza scadenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set28.json,GUIDA_AFFITTO_D_AZIENDA_INADEMPIMENTO_RESTITUZIONE_E_INDENNIT_DI_AVVIAMENTO_AR_143080,"Affitto d'azienda: inadempimento, restituzione e indennità di avviamento (art. 2562 c.c.)",Contratti – affitto d'azienda,,Rito ordinario di cognizione; mediazione obbligatoria se immobile incluso,prescrizione_decadenza,Prescrizione ordinaria,,,10,,,,,termine_lungo_o_prescrizione,False,forward,civil,GP_TERM_A474C4CD06E3,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set28.json,GUIDA_RIDUZIONE_E_AUMENTO_DEL_CAPITALE_NELLE_S_R_L_CONTESTAZIONI_E_TUTELA_DEI__150090,Riduzione e aumento del capitale nelle S.r.l. – contestazioni e tutela dei soci (artt. 2480-2482-ter c.c.),Diritto societario – S.r.l. – capitale sociale,,Rito ordinario – Tribunale delle Imprese,impugnazione,Impugnazione delibera: 90 GG (annullabilità) o imprescrittibile (nullità),,,,,,,,informativo_non_calcolabile,False,forward,admin,GP_TERM_037988497F6A,Termine imprescrittibile o senza scadenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set28.json,GUIDA_RESPONSABILIT_DEL_COMUNE_PER_BUCHE_STRADALI_E_MANUTENZIONE_DELLA_SEDE_ST_160200,Responsabilità del Comune per buche stradali e manutenzione della sede stradale (artt. 2051-2043 c.c. + C.d.S.),Responsabilità civile – insidie stradali – PA,,Rito ordinario di cognizione; GdP per valori bassi,prescrizione_decadenza,PRESCRIZIONE,,,5,,,art. 2947 c.c.,ALTA,termine_lungo_o_prescrizione,False,forward,civil,GP_TERM_43279EED1E77,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set28.json,GUIDA_LAVORO_A_CHIAMATA_INTERMITTENTE_DIRITTI_DEL_LAVORATORE_E_INDENNIT_DI_DIS_220195,Lavoro a chiamata (intermittente): diritti del lavoratore e indennità di disponibilità (D.Lgs. 81/2015 artt. 13-18),Lavoro – tipologie contrattuali – lavoro intermittente,,Rito del lavoro ex artt. 409 e ss. c.p.c.,prescrizione_decadenza,Prescrizione in costanza rapporto,,,5,,,,,termine_lungo_o_prescrizione,False,forward,labor,GP_TERM_A8F6C359623D,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set29.json,GUIDA_RESPONSABILIT_DEL_PROFESSIONISTA_PER_ERRORE_PROFESSIONALE_AVVOCATO_COMME_160205,"Responsabilità del professionista per errore professionale: avvocato, commercialista, notaio (artt. 1218-2043 c.c.)",Responsabilità civile – responsabilità professionale,,Rito ordinario di cognizione; rito del lavoro se rapporto parasubordinato,prescrizione_decadenza,Prescrizione contrattuale,,,10,,,,,termine_lungo_o_prescrizione,False,forward,labor,GP_TERM_2EF13F9BDC28,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set29.json,GUIDA_RESPONSABILIT_DEL_PROFESSIONISTA_PER_ERRORE_PROFESSIONALE_AVVOCATO_COMME_160205,"Responsabilità del professionista per errore professionale: avvocato, commercialista, notaio (artt. 1218-2043 c.c.)",Responsabilità civile – responsabilità professionale,,Rito ordinario di cognizione; rito del lavoro se rapporto parasubordinato,prescrizione_decadenza,Prescrizione aquiliana (in subordine),,,5,,,,,termine_lungo_o_prescrizione,False,forward,labor,GP_TERM_425B93D65173,"Da registrare come regola/profilo, non come calcolo processuale ordinario."
pct\data\legal_knowledge_base_modules\kb_98_set29.json,GUIDA_DIRITTO_DI_USO_E_DIRITTO_DI_ABITAZIONE_CONTESTAZIONI_E_TUTELA_ARTT_1021__130150,Diritto di uso e diritto di abitazione: contestazioni e tutela (artt. 1021-1026 c.c.),Diritti reali su cosa altrui – uso e abitazione,,Rito ordinario preceduto da MEDIAZIONE OBBLIGATORIA (diritti reali),prescrizione_decadenza,Azione di tutela: IMPRESCRITTIBILE finché dura la molestia,,,,,,,,informativo_non_calcolabile,False,forward,civil,GP_TERM_69D529309F3B,Termine imprescrittibile o senza scadenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set29.json,GUIDA_CLAUSOLA_COMPROMISSORIA_ARBITRATO_IRRITUALE_E_PATTO_COMPROMISSORIO_ARTT__211005,"Clausola compromissoria, arbitrato irrituale e patto compromissorio (artt. 806-808-ter c.p.c.)",Arbitrato – patto compromissorio e clausola compromissoria,,Procedimento arbitrale privato; eventuale impugnazione davanti alla Corte d'Appello,impugnazione,Impugnazione lodo rituale: 90 GG dalla notificazione,,,,,,,,informativo_non_calcolabile,False,forward,civil,GP_TERM_18677BF8660F,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set29.json,GUIDA_CLAUSOLA_COMPROMISSORIA_ARBITRATO_IRRITUALE_E_PATTO_COMPROMISSORIO_ARTT__211005,"Clausola compromissoria, arbitrato irrituale e patto compromissorio (artt. 806-808-ter c.p.c.)",Arbitrato – patto compromissorio e clausola compromissoria,,Procedimento arbitrale privato; eventuale impugnazione davanti alla Corte d'Appello,impugnazione,Impugnazione lodo irrituale: 5 anni (prescrizione contrattuale),,,,,,,,informativo_non_calcolabile,False,forward,civil,GP_TERM_D60A4AF320D1,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base_modules\kb_98_set29.json,GUIDA_CONTRATTO_A_TEMPO_DETERMINATO_CONVERSIONE_PER_VIOLAZIONE_DEI_LIMITI_E_DI_220200,Contratto a tempo determinato: conversione per violazione dei limiti e diritti del lavoratore (D.Lgs. 81/2015 artt. 19-29),Lavoro – contratto a tempo determinato,,Rito del lavoro ex artt. 409 e ss. c.p.c.,impugnazione,IMPUGNAZIONE STRAGIUDIZIALE,60,,,,DECADENZIALE,,MASSIMA,calcolabile_giorni,True,forward,labor,GP_TERM_A562A60FD9B2,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base_modules\kb_98_set29.json,GUIDA_CONTRATTO_A_TEMPO_DETERMINATO_CONVERSIONE_PER_VIOLAZIONE_DEI_LIMITI_E_DI_220200,Contratto a tempo determinato: conversione per violazione dei limiti e diritti del lavoratore (D.Lgs. 81/2015 artt. 19-29),Lavoro – contratto a tempo determinato,,Rito del lavoro ex artt. 409 e ss. c.p.c.,impugnazione,DEPOSITO RICORSO,180,,,impugnazione,DECADENZIALE,,,calcolabile_giorni,True,forward,labor,GP_TERM_398955B5C283,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base_modules\kb_98_set29.json,GUIDA_ACCORDO_DI_RISTRUTTURAZIONE_DEI_DEBITI_ARTT_57_64_D_LGS_14_2019_CCII_512075,Accordo di ristrutturazione dei debiti (artt. 57-64 D.Lgs. 14/2019 CCII),Procedure concorsuali – accordo di ristrutturazione,,Procedimento speciale davanti al Tribunale fallimentare,impugnazione,Opposizione creditori dissenzienti: 30 GG dalla pubblicazione,,,,,DECADENZIALE,,,informativo_non_calcolabile,False,forward,admin,GP_TERM_6A0E09031B65,Manca unita' numerica o decorrenza calcolabile.
