source,codice,denominazione,categoria,sottocategoria,rito,fase_processuale,termine,giorni,mesi,anni,decorrenza,natura,norma,criticita,classificazione_import,calcolabile_automaticamente,direction,matter_type,term_rule_code,nota_import
pct\data\legal_knowledge_base.full.json,144021,Risoluzione del contratto di locazione per inadempimento - uso abitativo,Locazioni - merito,"Risoluzione per inadempimento (morosità, danni all'immobile, mutamento di destinazione)",Rito locatizio ex art. 447-bis c.p.c. (rito del lavoro adattato alle locazioni),generico_da_classificare,Soglie morosità ex art. 5 L. 392/78,20,,,scadenza canone pattuita,decorrenza grave inadempimento,,,calcolabile_giorni,True,forward,labor,GP_TERM_443CEF918EB4,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,144021,Risoluzione del contratto di locazione per inadempimento - uso abitativo,Locazioni - merito,"Risoluzione per inadempimento (morosità, danni all'immobile, mutamento di destinazione)",Rito locatizio ex art. 447-bis c.p.c. (rito del lavoro adattato alle locazioni),generico_da_classificare,Termine di grazia max,90,,,,facoltà del giudice,art. 55 L. 392/78,,calcolabile_giorni,True,forward,labor,GP_TERM_A59150F43F57,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,144031,"Cause relative alla validita o efficacia del contratto o di singole clausole (azione di simulazione, nullita, annullamento, etc.)",Contenzioso civile,Locazione e comodato di immobile urbano - affitto di azienda,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_6702276A5327,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,144032,Pagamento del corrispettivo - Indennita di avviamento - Ripetizione di indebito - Risarcimento del danno,Contenzioso civile,Locazione e comodato di immobile urbano - affitto di azienda,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_EA490DAB951A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,144033,"Diritto di prelazione - diritto di riscatto del conduttore (ex L. n. 392/1978, ex L. n.431/1998 e altre leggi speciali)",Contenzioso civile,Locazione e comodato di immobile urbano - affitto di azienda,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_D42123F40EF7,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,144101,Affitto di azienda,Contenzioso civile,Locazione e comodato di immobile urbano - affitto di azienda,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_B21D5A562448,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,144301,Comodato di immobile urbano,Contenzioso civile,Locazione e comodato di immobile urbano - affitto di azienda,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_8102259FFBA5,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,144999,Altri istituti del diritto delle locazioni,Contenzioso civile,Locazione e comodato di immobile urbano - affitto di azienda,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_71A8DE471DA6,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,145002,Risarcimento del danno - lesione personale (responsabilità extracontrattuale),Responsabilità civile - danni alla persona,"Lesione personale da fatto illecito (sinistri stradali, infortuni, ecc.)",Rito ordinario di cognizione (o rito sommario ex art. 281-decies se valore consente); Procedura indennizzo diretto per sinistri stradali ex D.Lgs. 209/2005 (CdA),prescrizione_decadenza,PRESCRIZIONE RC AUTO,730,,,data sinistro,prescrizione (interrompibile),art. 2947 c. 2 c.c.,MASSIMA,calcolabile_giorni,True,forward,civil,GP_TERM_7CCE89039CAA,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,145002,Risarcimento del danno - lesione personale (responsabilità extracontrattuale),Responsabilità civile - danni alla persona,"Lesione personale da fatto illecito (sinistri stradali, infortuni, ecc.)",Rito ordinario di cognizione (o rito sommario ex art. 281-decies se valore consente); Procedura indennizzo diretto per sinistri stradali ex D.Lgs. 209/2005 (CdA),prescrizione_decadenza,PRESCRIZIONE FATTO ILLECITO ORDINARIA,1825,,,data fatto,prescrizione (interrompibile),art. 2947 c. 1 c.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_9925D6CF077E,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,145002,Risarcimento del danno - lesione personale (responsabilità extracontrattuale),Responsabilità civile - danni alla persona,"Lesione personale da fatto illecito (sinistri stradali, infortuni, ecc.)",Rito ordinario di cognizione (o rito sommario ex art. 281-decies se valore consente); Procedura indennizzo diretto per sinistri stradali ex D.Lgs. 209/2005 (CdA),generico_da_classificare,RICHIESTA STRAGIUDIZIALE ex art. 145 CAP - attesa risposta compagnia per danni a persona,90,,,invio richiesta,condizione di proponibilità,art. 148 c. 2 D.Lgs. 209/2005,,calcolabile_giorni,True,forward,civil,GP_TERM_6E38AE07D18A,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,145002,Risarcimento del danno - lesione personale (responsabilità extracontrattuale),Responsabilità civile - danni alla persona,"Lesione personale da fatto illecito (sinistri stradali, infortuni, ecc.)",Rito ordinario di cognizione (o rito sommario ex art. 281-decies se valore consente); Procedura indennizzo diretto per sinistri stradali ex D.Lgs. 209/2005 (CdA),generico_da_classificare,RICHIESTA STRAGIUDIZIALE ex art. 145 CAP - attesa risposta compagnia per danni a cose,60,,,invio richiesta,condizione di proponibilità,art. 148 c. 1 D.Lgs. 209/2005,,calcolabile_giorni,True,forward,civil,GP_TERM_B44462B4D006,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,145002,Risarcimento del danno - lesione personale (responsabilità extracontrattuale),Responsabilità civile - danni alla persona,"Lesione personale da fatto illecito (sinistri stradali, infortuni, ecc.)",Rito ordinario di cognizione (o rito sommario ex art. 281-decies se valore consente); Procedura indennizzo diretto per sinistri stradali ex D.Lgs. 209/2005 (CdA),costituzione,Costituzione convenuto,70,,,prima dell'udienza,perentorio (decadenze),art. 166 c.p.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_B44ED21863F7,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,145002,Risarcimento del danno - lesione personale (responsabilità extracontrattuale),Responsabilità civile - danni alla persona,"Lesione personale da fatto illecito (sinistri stradali, infortuni, ecc.)",Rito ordinario di cognizione (o rito sommario ex art. 281-decies se valore consente); Procedura indennizzo diretto per sinistri stradali ex D.Lgs. 209/2005 (CdA),notifica,Termine a comparire,120,,,notifica citazione (post-Cartabia),minimo legale,art. 163-bis c.p.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_F52F289EC6EC,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,145009,Azioni di competenza del Giudice di Pace in materia di risarcimento danno,Contenzioso civile,Responsabilità extracontrattuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_1390501585A6,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,145011,"Responsabilita dei genitori, dei tutori e dei maestri (art. 2048 c.c.)",Contenzioso civile,Responsabilità extracontrattuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_5272A1F98725,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,145012,Responsabilita per l'esercizio di attivita pericolose (art. 2050 c.c.),Contenzioso civile,Responsabilità extracontrattuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_A55D9E69D6B2,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,145013,Responsabilita ex artt. 2049 - 2051 - 2052 c.c.,Contenzioso civile,Responsabilità extracontrattuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_EB8D1D77BE1A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,145014,Rovina di edificio (art. 2053c.c.),Contenzioso civile,Responsabilità extracontrattuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_AB45482F5635,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,145021,Responsabilita del produttore,Contenzioso civile,Responsabilità extracontrattuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_6A8EFCE4C121,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,145111,Responsabilita civile dei magistrati (cause di cui alla legge n. 117/1988),Contenzioso civile,Responsabilità extracontrattuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_B9E2872F1A8D,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,145999,Altre ipotesi di responsabilita Extracontrattuale non ricomprese nelle altre materie (art. 2043 c.c. e norme speciali),Contenzioso civile,Responsabilità extracontrattuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_9AE52CE45886,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,146041,"Contratti bancari (deposito bancario, cassetta di sicurezza, apertura di credito bancario, anticipazione bancaria, conto corrente bancario, sconto bancario) cui non si applica il d.l.vo n. 5/2003",Contenzioso civile,Contratti bancari,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_82E298DF3778,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,146231,"Intermed. mobiliare (servizi e contratti di invest.,servizi accessori,fondi di invest., gestione collettiva del risparmio,gestione accentrata di strumenti finan.,vendita di prodotti finanz.,cartolarizzazione di crediti,contratti di borsa)",Contenzioso civile,Contratti bancari,Esecuzione forzata,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_74C2BFF90983,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,146232,Credito per le opere pubbliche (lett. f art. 1 d.l.vo n. 5/2003),Contenzioso civile,Contratti bancari,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_D6C8E397BE84,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,146239,Altri contratti bancari e controversie in genere di cui alla lettera e) art. 1 d.l.vo n. 5/2003,Contenzioso civile,Contratti bancari,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_9E33F75AB04A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,146331,"Pagamento di somma di danaro o consegna di cosa mobile in materia di controversie promosse da una banca nei confronti di altra banca e di cui alle lettere e), f) art. 1 d.l.vo n. 5/2003",Contenzioso civile,Contratti bancari,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_5D36956B8501,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,150001,Associazione - Comitato,Contenzioso civile,Persone giuridiche e diritto societario - persone giuridiche,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_3988F88E9335,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,150002,Associazione in partecipazione,Contenzioso civile,Persone giuridiche e diritto societario - persone giuridiche,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_9AF68223294D,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,150003,Consorzio,Contenzioso civile,Persone giuridiche e diritto societario - persone giuridiche,"Procedimento societario, impresa o crisi d'impresa",deposito,DICHIARAZIONE DI RECESSO,15,,,iscrizione decisione legittimante nel Registro Imprese,decadenziale,art. 2473 c. 2 c.c.,MASSIMA,calcolabile_giorni,True,forward,admin,GP_TERM_0A79BDE39528,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,150003,Consorzio,Contenzioso civile,Persone giuridiche e diritto societario - persone giuridiche,"Procedimento societario, impresa o crisi d'impresa",notifica,Liquidazione spontanea quota,,6,,comunicazione recesso,termine legale,art. 2473 c. 4 c.c.,,calcolabile_mesi,True,forward,admin,GP_TERM_CA2195ACD91E,Importabile come template mesi se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,150003,Consorzio,Contenzioso civile,Persone giuridiche e diritto societario - persone giuridiche,"Procedimento societario, impresa o crisi d'impresa",notifica,Termine a comparire,120,,,notifica citazione (post-Cartabia),minimo legale,,,calcolabile_giorni,True,forward,admin,GP_TERM_173925D653A7,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,150003,Consorzio,Contenzioso civile,Persone giuridiche e diritto societario - persone giuridiche,"Procedimento societario, impresa o crisi d'impresa",costituzione,Costituzione convenuto,70,,,prima udienza,perentorio,,,calcolabile_giorni,True,backward,admin,GP_TERM_10676FB56442,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,150003,Consorzio,Contenzioso civile,Persone giuridiche e diritto societario - persone giuridiche,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_08966F3A34EA,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,150004,Fondazione,Contenzioso civile,Persone giuridiche e diritto societario - persone giuridiche,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_B37593FB19DF,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,150999,Altri istituti relativi alle persone giuridiche,Contenzioso civile,Persone giuridiche e diritto societario - persone giuridiche,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_A2576B888A01,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,151111,"Cause di responsabilita proposte dalla L.CA. in societa fiduciarie e di revisione ex art. 2, L. n. 430/1986 (COLLEGIO E RITO DEL LAVORO)",Catalogo PST ufficiale,,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_14762FFB878D,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,151112,Impugnazione delle deliberazioni dell'assemblea e del CdA,Impugnazione delibere,,,impugnazione,Impugnazione annullabilità,90,,,data delibera o iscrizione registro imprese,decadenziale,art. 2377 c. 6,,calcolabile_giorni,True,forward,civil,GP_TERM_4A77D84869BC,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,151112,Impugnazione delle deliberazioni dell'assemblea e del CdA,Impugnazione delibere,,,deposito,Nullità,1095,,,iscrizione/trascrizione,decadenziale,art. 2379 c. 1,,calcolabile_giorni,True,forward,civil,GP_TERM_8997B1D8B900,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,151120,"Rapporti sociali e cessione di partecipazione nelle societa di fatto, di persone, di capitali, di cooperative e mutue assicuratrici",Catalogo PST ufficiale,,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_8B48F8B44BBD,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,151121,Cause in materia di trasferimento di partecipazioni sociali etc.,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_F6D409C38EB9,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,151122,Cause in materia di patti parasociali,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_DDAF450A0786,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,151123,Cause in materia di offerte pubbliche etc.,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_0BCD3131E8CE,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,151130,Opposizione dei creditori alla fusione delle societa (art. 2503 c.c.),Catalogo PST ufficiale,,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_3A48C0B1A999,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,151999,Altri istituti di diritto societario,Catalogo PST ufficiale,,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_2E4ECE081072,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,152001,Cause di respons. vs gli amministratori delle società di persone,Contenzioso civile,Società di persone,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_849C9F8C969A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,152003,Impugnazione delle delibere di assemblea – società di persone,Contenzioso civile,Società di persone,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_EE6BAFD61E3C,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,152004,Cause in materia di rapporti societari – società di persone,Contenzioso civile,Società di persone,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_43FB8FC111B0,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,152005,Cause in materia di trasferimento di partecipazioni sociali etc. – società di persone,Contenzioso civile,Società di persone,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_6A6174A4C717,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,152006,Cause in materia di patti parasociali – società di persone,Contenzioso civile,Società di persone,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_9F0CAEA99871,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,152110,"Cause di responsabilita contro gli organi amministrativi e di controllo, i direttori generali e i liquidatori delle associazioni in partecipazione e dei consorzi (COLLEGIO)",Contenzioso civile,Società di persone,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_D4328B95A4C6,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,152112,Impugnazione delle deliberazioni dell'assemblea e del consiglio di amministrazione delle associazioni in partecipazione e dei consorzi (COLLEGIO),Contenzioso civile,Società di persone,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_6869E2AFFC77,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,152999,Altre controversie in materia di società di persone,Contenzioso civile,Società di persone,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_DC27B135EC14,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,153120,"Cause in materia di rapporti societari, ivi compresi quelli concernenti le societa di fatto nonche l'accertamento, la costituzione, la modificazione o l'estinzione del rapporto societario",Contenzioso civile,Diritto societario - procedimenti soggetti al rito ordinario ex d.lgs. n. 5/2003,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_C1D5506E5735,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,153121,Cause in materia di trasferimento di partecipazioni sociali e di negozi o diritti inerenti,Contenzioso civile,Diritto societario - procedimenti soggetti al rito ordinario ex d.lgs. n. 5/2003,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_CC8B2C4B0A9B,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,153122,Cause in materia di patti parasociali,Contenzioso civile,Diritto societario - procedimenti soggetti al rito ordinario ex d.lgs. n. 5/2003,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_CED15C262AE4,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,153123,"Cause in materia di offerte pubbliche di acquisto, di scambio e di vendita (O.P.A., O.P.S., O.P.V.)",Contenzioso civile,Diritto societario - procedimenti soggetti al rito ordinario ex d.lgs. n. 5/2003,Esecuzione forzata,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_4CBDB548ECA3,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,153999,Altri istituti di diritto societario soggetti al d.l.vo n. 5/2003,Contenzioso civile,Diritto societario - procedimenti soggetti al rito ordinario ex d.lgs. n. 5/2003,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_06D652E12520,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,154112,"Pagamento di somma di danaro o di consegna di cosa mobile in cause di impugnazione delle deliberazioni dell'assemblea e del c.d.a. delle societa, delle mutue assicuratrici e delle societa cooperative",Contenzioso civile,Diritto societario - procedimenti soggetti al rito sommario ex d.lgs. n. 5/2003,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_B1E571E6CB58,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,154120,"Pagamento di somma di danaro o di consegna di cosa mobile in materia di rapporti societari, ivi compresi quelli concernenti le societa di fatto",Contenzioso civile,Diritto societario - procedimenti soggetti al rito sommario ex d.lgs. n. 5/2003,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_52BA42FE0A4A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,154121,Pagamento di somma di danaro o di consegna di cosa mobile in cause in materia di trasferimento di partecipazioni sociali e di negozi o diritti inerenti,Contenzioso civile,Diritto societario - procedimenti soggetti al rito sommario ex d.lgs. n. 5/2003,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_38CB6D6BBDF5,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,154122,Pagamento di somma di danaro o di consegna di cosa mobile in cause in materia di patti parasociali,Contenzioso civile,Diritto societario - procedimenti soggetti al rito sommario ex d.lgs. n. 5/2003,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_692592094B68,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,154123,"Pagamento di somma di danaro o di consegna di cosa mobile in cause in materia di offerte pubbliche di acquisto, di scambio e di vendita (O.P.A., O.P.S., O.P.V.)",Contenzioso civile,Diritto societario - procedimenti soggetti al rito sommario ex d.lgs. n. 5/2003,Esecuzione forzata,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_E33082B8FEF4,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,154999,Pagamento di somma di danaro o di consegna di cosa mobile in cause residuali in materia di dirtto societario soggette al d.l.vo n. 5/2003,Contenzioso civile,Diritto societario - procedimenti soggetti al rito sommario ex d.lgs. n. 5/2003,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_F61D6400FC80,Richiede verifica professionale prima di calcolo automatico.
